,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
6187,1225585-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-17,WELLPET LLC,LAEM CHABANG,COLUMBUS,6026.43,5365.18,661.25,5775.0,6026.43,251.43,19045.0,0.0,1.0,40',19044.6
6188,1225586-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-17,WELLPET LLC,LAEM CHABANG,COLUMBUS,5816.39,5185.14,631.25,5640.0,5816.39,176.39,12141.0,0.0,1.0,40',12141.6
6190,1225588-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-02,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4943.53,3902.24,1041.29,4568.0,4799.35,231.35,14040.0,28.0,1.0,40',14040.0
6191,1225589-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-02,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4551.42,3404.24,1147.18,4160.5,4407.24,246.74,18731.0,28.0,1.0,40',18731.0
6248,1225644-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5842.07,5245.7,596.37,5640.0,5842.07,202.07,17306.0,0.0,1.0,40',17305.6
6249,1225645-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5830.49,5369.24,461.25,5640.0,5830.49,190.49,13572.0,40.0,1.0,40',13572.38
6250,1225646-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5817.67,5186.42,631.25,5640.0,5817.67,177.67,14830.0,0.0,1.0,40',14830.4
6251,1225647-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5851.72,5205.47,646.25,5640.0,5851.72,211.72,17157.0,0.0,1.0,40',17157.4
6252,1225648-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5823.54,5162.29,661.25,5640.0,5823.54,183.54,14823.0,0.0,1.0,40',14823.8
6254,1225650-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-09,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3177.37,2326.76,850.61,3034.0,3177.37,143.37,9593.0,0.0,1.0,20DV,9592.7
6302,1225693-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5803.53,5142.11,661.42,5675.0,5803.53,128.53,8343.0,40.0,1.0,40DV,8343.4
6303,1225694-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5797.92,5151.67,646.25,5640.0,5797.92,157.92,10128.0,40.0,1.0,40DV,10128.0
6304,1225695-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5847.57,5216.32,631.25,5640.0,5847.57,207.57,14574.0,40.0,1.0,40DV,14574.36
6305,1225696-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5910.66,5264.41,646.25,5685.0,5910.66,225.66,13217.0,40.0,1.0,40DV,13217.99
6306,1225697-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-16,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3435.38,2568.34,867.04,3233.0,3435.38,202.38,13105.0,60.0,1.0,40',13105.16
6307,1225698-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-01,WELLPET LLC,LAEM CHABANG,COLUMBUS,5867.74,5286.49,581.25,5640.0,5867.74,227.74,16420.0,58.0,1.0,40',16420.05
6308,1225699-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-01,WELLPET LLC,LAEM CHABANG,COLUMBUS,5177.03,4598.28,578.75,5045.0,5177.03,132.03,8830.0,56.0,1.0,40',8829.96
6309,1225700-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5952.05,5305.77,646.28,5760.0,5952.05,192.05,11495.0,40.0,1.0,40',11495.0
6310,1225701-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-23,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3432.26,2490.15,942.11,3233.0,3432.26,199.26,12691.0,58.0,1.0,40',12690.93
6387,1225762-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-01,WELLPET LLC,LAEM CHABANG,COLUMBUS,5895.76,5284.43,611.33,5685.0,5895.76,210.76,14565.0,56.0,1.0,40',14565.4
6422,1225797-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5857.96,5191.71,666.25,5640.0,5857.96,217.96,13501.0,0.0,1.0,40',13501.65
6423,1225798-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5875.8,5209.55,666.25,5640.0,5875.8,235.8,14671.0,40.0,1.0,40',14671.59
6424,1225799-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-12,WELLPET LLC,LAEM CHABANG,COLUMBUS,5919.11,5237.86,681.25,5685.0,5919.11,234.11,12375.0,0.0,1.0,40',12375.0
6425,1225800-01,10,OI,25.0,36.0,VALERIE KOEN,2018-04-30,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3211.9,2482.5,729.4,2996.75,3211.9,215.15,12421.0,40.0,1.0,40',12421.98
6426,1225801-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5834.86,5263.58,571.28,5565.0,5834.86,269.86,16335.0,58.0,1.0,40',16335.0
6427,1225802-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5982.58,5316.33,666.25,5760.0,5982.58,222.58,16844.0,0.0,1.0,40',16843.5
6428,1225803-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,6025.62,5264.37,761.25,5825.0,6025.62,200.62,13015.0,0.0,1.0,40',13014.8
6429,1225805-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5960.91,5249.72,711.19,5735.0,5960.91,225.91,13381.0,0.0,1.0,40',13381.2
6430,1225806-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,6009.82,5263.57,746.25,5780.0,6009.82,229.82,14742.0,0.0,1.0,40',14742.0
6431,1225807-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5918.62,5172.37,746.25,5690.0,5918.62,228.62,13645.0,58.0,1.0,40',13645.0
6432,1225808-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,6092.02,5335.88,756.14,5870.0,6092.02,222.02,32593.0,0.0,1.0,40',14784.0
6433,1225809-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-28,WELLPET LLC,LAEM CHABANG,NEW YORK,7753.44,7003.5,749.94,7557.5,7753.44,195.94,15093.0,0.0,1.0,40',15093.0
6434,1225810-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-21,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3213.39,2623.31,590.08,2975.5,3213.39,237.89,16228.0,58.0,1.0,40',16228.0
6518,1225873-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,6022.14,5260.89,761.25,5825.0,6022.14,197.14,12852.0,58.0,1.0,40,12852.0
6519,1225874-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,5996.93,5305.74,691.19,5775.0,5996.93,221.93,18084.0,58.0,1.0,40,18084.3
6520,1225875-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-16,WELLPET LLC,LAEM CHABANG,COLUMBUS,6058.73,5297.48,761.25,5825.0,6058.73,233.73,15093.0,58.0,1.0,40,15093.08
6674,1226012-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5926.55,5180.3,746.25,5690.0,5926.55,236.55,19571.0,58.0,1.0,40',19571.28
6675,1226013-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5779.4,5238.26,541.14,5565.0,5779.4,214.4,15423.0,58.0,1.0,40',15423.48
6679,1226017-01,10,OI,25.0,36.0,VALERIE KOEN,2018-05-28,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3147.2,2462.95,684.25,3043.0,3147.2,104.2,6534.0,58.0,1.0,20DV,6534.26
6752,1226084-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,5999.13,5287.88,711.25,5775.0,5999.13,224.13,12595.0,58.0,1.0,40,12594.7
6753,1226085-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,6011.02,5354.77,656.25,5775.0,6011.02,236.02,16130.0,58.0,1.0,40,16130.1
6754,1226086-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,6110.94,5479.75,631.19,5865.0,6110.94,245.94,16308.0,58.0,1.0,40,16308.1
6755,1226087-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,5902.61,5236.36,666.25,5640.0,5902.61,262.61,17086.0,58.0,1.0,40,17086.3
6756,1226089-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-11,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3775.76,3540.12,235.64,3560.0,3775.76,215.76,14764.0,58.0,1.0,40,14763.5
6759,1226092-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-11,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3601.21,3026.35,574.86,3330.0,3601.21,271.21,17354.0,28.0,1.0,40,17353.85
6781,1226112-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-04,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3603.16,2920.73,682.43,3375.0,3603.16,228.16,15126.0,58.0,1.0,40,15126.08
6782,1226113-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-04,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3272.18,2389.68,882.5,3160.0,3272.18,112.18,8352.0,58.0,1.0,40,8352.106
6805,1226136-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5823.69,5112.44,711.25,5640.0,5823.69,183.69,12096.0,58.0,1.0,40,12096.0
6806,1226137-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5861.2,5200.37,660.83,5640.0,5861.2,221.2,15756.0,58.0,1.0,40,15475.92
6807,1226138-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5936.66,5240.41,696.25,5685.0,5936.66,251.66,19771.0,58.0,1.0,40,19771.4
6809,1226140-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5886.28,5205.03,681.25,5640.0,5886.28,246.28,15222.0,58.0,1.0,40,15222.2
6810,1226141-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5829.19,5147.94,681.25,5640.0,5829.19,189.19,12957.0,58.0,1.0,40,12956.8
6811,1226142-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5799.16,5117.91,681.25,5640.0,5799.16,159.16,12696.0,58.0,1.0,40,12695.8
6812,1226143-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5790.27,5394.02,396.25,5565.0,5790.27,225.27,17791.0,58.0,1.0,40,17791.2
6813,1226144-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-18,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3521.62,2824.12,697.5,3287.5,3521.62,234.12,14574.0,0.0,1.0,40',14574.0
6916,1226240-01,10,OI,25.0,36.0,VALERIE KOEN,2018-06-25,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3528.07,2692.37,835.7,3285.0,3528.07,243.07,15222.0,58.0,1.0,40,15222.2
6917,1226241-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5830.82,5099.57,731.25,5565.0,5830.82,265.82,14784.0,28.0,1.0,40,14784.0
6918,1226242-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5845.91,5084.66,761.25,5565.0,5845.91,280.91,17302.0,28.0,1.0,40,17302.04
6919,1226243-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5780.94,4989.69,791.25,5565.0,5780.94,215.94,17440.0,28.0,1.0,40,17439.5
6920,1226244-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5798.14,5036.89,761.25,5565.0,5798.14,233.14,18530.0,28.0,1.0,40,18530.2
6921,1226245-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5825.48,5341.73,483.75,5565.0,5825.48,260.48,17320.0,28.0,1.0,40,17320.0
6922,1226246-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5807.28,5343.95,463.33,5565.0,5807.28,242.28,16192.0,28.0,1.0,40,16192.08
6923,1226247-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5832.98,5349.23,483.75,5565.0,5832.98,267.98,17460.0,28.0,1.0,40,17460.24
6976,1226291-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5755.68,5044.8,710.88,5565.0,5755.68,190.68,12640.0,58.0,1.0,40,12640.4
6977,1226292-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5795.49,5034.24,761.25,5565.0,5795.49,230.49,14784.0,58.0,1.0,40,14784.0
6978,1226293-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5959.8,5461.05,498.75,5700.0,5959.8,259.8,17327.0,58.0,1.0,40,17326.84
6979,1226294-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5927.36,5428.61,498.75,5700.0,5927.36,227.36,15787.0,58.0,1.0,40,15786.7
6980,1226295-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-14,WELLPET LLC,LAEM CHABANG,COLUMBUS,5874.77,5391.02,483.75,5655.0,5874.77,219.77,14462.0,58.0,1.0,40,14461.9
7010,1226318-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-02,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3544.94,2962.44,582.5,3305.0,3544.94,239.94,17406.0,56.0,1.0,40,17406.48
7011,1226319-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-02,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3939.08,3335.88,603.2,3645.0,3939.08,294.08,15837.0,58.0,1.0,40,15836.88
7046,1226353-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-09,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3604.6,3042.1,562.5,3350.0,3604.6,254.6,18748.0,58.0,1.0,40,18747.78
7047,1226354-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-09,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3780.47,3155.95,624.52,3565.0,3780.47,215.47,15954.0,58.0,1.0,40,15953.9
7048,1226355-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5883.7,5291.72,591.98,5640.0,5883.7,243.7,20220.0,58.0,1.0,40,20220.34
7049,1226356-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5794.84,5033.59,761.25,5565.0,5794.84,229.84,19645.0,58.0,1.0,40,196453.0
7050,1226357-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5808.81,5067.93,740.88,5565.0,5808.81,243.81,17771.0,58.0,1.0,40,17771.25
7051,1226358-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5800.97,5039.72,761.25,5565.0,5800.97,235.97,18016.0,58.0,1.0,40,18015.9
7052,1226359-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5810.1,5078.85,731.25,5565.0,5810.1,245.1,18151.0,58.0,1.0,40,18151.4
7053,1226360-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5811.51,5050.26,761.25,5565.0,5811.51,246.51,18802.0,58.0,1.0,40,18802.0
7083,1226389-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-21,WELLPET LLC,LAEM CHABANG,COLUMBUS,5827.31,5085.37,741.94,5565.0,5827.31,262.31,18839.0,58.0,1.0,40,18838.7
7154,1226450-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5777.15,5180.9,596.25,5565.0,5777.15,212.15,13608.0,58.0,1.0,40,13608.0
7155,1226451-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5772.56,5206.31,566.25,5565.0,5772.56,207.56,15628.0,58.0,1.0,40,15628.0
7156,1226452-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5835.58,5269.33,566.25,5565.0,5835.58,270.58,17331.0,58.0,1.0,40,17330.74
7157,1226453-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5774.53,5208.28,566.25,5565.0,5774.53,209.53,13440.0,58.0,1.0,40,13440.0
7158,1226454-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5829.36,5233.11,596.25,5565.0,5829.36,264.36,15201.0,58.0,1.0,40,15201.06
7159,1226455-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5867.35,5271.1,596.25,5565.0,5867.35,302.35,12171.0,58.0,1.0,40,12171.0
7160,1226456-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,5847.97,5272.14,575.83,5565.0,5847.97,282.97,15540.0,58.0,1.0,40,15540.09
7202,1226490-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5790.67,5029.42,761.25,5565.0,5790.67,225.67,14931.0,56.0,1.0,40,14931.0
7203,1226491-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5746.79,4985.54,761.25,5565.0,5746.79,181.79,12960.0,56.0,1.0,40,12959.52
7204,1226492-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5748.39,4987.14,761.25,5565.0,5748.39,183.39,12039.0,56.0,1.0,40,12039.3
7205,1226493-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5946.46,5240.21,706.25,5735.0,5946.46,211.46,13343.0,56.0,1.0,40,13342.6
7206,1226494-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-04,WELLPET LLC,LAEM CHABANG,COLUMBUS,5833.4,4538.65,1294.75,5745.0,5833.4,88.4,5670.0,56.0,1.0,40,5670.0
7208,1226496-01,10,OI,25.0,36.0,VALERIE KOEN,2018-07-23,WELLPET LLC,LAEM CHABANG,LOS ANGELES,1696.41,2728.21,-1031.8,1445.0,1696.41,251.41,16566.0,56.0,1.0,40,16566.29
7275,1226561-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5801.45,5165.62,635.83,5565.0,5801.45,236.45,16090.0,58.0,1.0,40,16090.32
7276,1226562-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5830.7,5214.45,616.25,5565.0,5830.7,265.7,18043.0,56.0,1.0,40,18043.2
7277,1226563-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5749.56,5093.31,656.25,5565.0,5749.56,184.56,12326.0,56.0,1.0,40,12326.2
7279,1226565-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5808.29,5152.04,656.25,5565.0,5808.29,243.29,18831.0,56.0,1.0,40,18831.0
7280,1226566-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5795.71,5139.46,656.25,5565.0,5795.71,230.71,17958.0,56.0,1.0,40,17958.2
7281,1226567-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,5777.25,5121.0,656.25,5565.0,5777.25,212.25,17705.0,56.0,1.0,40,17705.4
7368,1226650-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5743.02,5107.19,635.83,5565.0,5743.02,178.02,9901.0,56.0,1.0,40,9900.8
7369,1226651-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5799.43,5173.52,625.91,5565.0,5799.43,234.43,16617.0,56.0,1.0,40,16617.3
7370,1226652-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5811.21,5154.96,656.25,5565.0,5811.21,246.21,18197.0,56.0,1.0,40,18196.8
7371,1226653-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5808.78,5272.53,536.25,5565.0,5808.78,243.78,17463.0,56.0,1.0,40,17462.7
7372,1226654-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5805.37,5239.12,566.25,5565.0,5805.37,240.37,17463.0,56.0,1.0,40,17462.7
7373,1226655-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5838.15,5181.9,656.25,5565.0,5838.15,273.15,18872.0,56.0,1.0,40,18872.1
7374,1226656-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-19,WELLPET LLC,LAEM CHABANG,COLUMBUS,5861.17,5204.92,656.25,5565.0,5861.17,296.17,17159.0,56.0,1.0,40,17158.5
7375,1226657-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-06,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3775.8,3552.6,223.2,3577.5,3775.8,198.3,13463.0,58.0,1.0,40,13462.6
7421,1226701-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5837.63,5331.38,506.25,5565.0,5837.63,272.63,18036.0,56.0,1.0,40,18035.92
7422,1226702-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5829.73,5373.9,455.83,5565.0,5829.73,264.73,16383.0,56.0,1.0,40,16382.52
7423,1226703-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5800.71,5414.46,386.25,5565.0,5800.71,235.71,18370.0,56.0,1.0,40,18370.2
7424,1226704-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5785.16,5398.91,386.25,5565.0,5785.16,220.16,17558.0,56.0,1.0,40,17557.5
7425,1226705-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5821.24,5314.99,506.25,5565.0,5821.24,256.24,19957.0,56.0,1.0,40,19957.35
7426,1226706-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5857.69,5351.44,506.25,5565.0,5857.69,292.69,21196.0,56.0,1.0,40,21195.8
7427,1226707-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-26,WELLPET LLC,LAEM CHABANG,COLUMBUS,5812.96,5306.71,506.25,5565.0,5812.96,247.96,17724.0,56.0,1.0,40,17724.2
7452,1226732-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-08,WELLPET LLC,LAEM CHABANG,LOS ANGELES,3832.05,3198.85,633.2,3580.0,3832.05,252.05,14525.0,56.0,1.0,40,14525.8
7491,1226769-01,10,OI,25.0,36.0,VALERIE KOEN,2018-08-20,WELLPET LLC,LAEM CHABANG,LOS ANGELES,4347.24,3529.04,818.2,4114.18,4347.24,233.06,12514.0,28.0,1.0,40,12514.26
7584,1226845-01,10,OI,25.0,36.0,VALERIE KOEN,2018-09-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5846.1,5259.16,586.94,5565.0,5846.1,281.1,18214.0,20.0,1.0,40,18214.0
7585,1226846-01,10,OI,25.0,36.0,VALERIE KOEN,2018-09-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5802.59,5366.34,436.25,5565.0,5802.59,237.59,14112.0,20.0,1.0,40,14112.0
7586,1226847-01,10,OI,25.0,36.0,VALERIE KOEN,2018-09-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5826.01,5359.76,466.25,5565.0,5826.01,261.01,18118.0,56.0,1.0,40,18117.5
7588,1226849-01,10,OI,25.0,36.0,VALERIE KOEN,2018-09-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5828.75,5342.5,486.25,5565.0,5828.75,263.75,19108.0,56.0,1.0,40,19107.7
7589,1226850-01,10,OI,25.0,36.0,VALERIE KOEN,2018-09-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,5840.83,5389.58,451.25,5565.0,5840.83,275.83,17396.0,20.0,1.0,40,17395.82
