,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
32512,150108494,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,453.49,308.49,145.0,205.0,453.49,248.49,19321.0,0.0,1.0,40',0.0
32516,150108498,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,1132.46,960.21,172.25,855.0,1132.46,277.46,18758.0,0.0,1.0,40',0.0
32518,150108500,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,1054.46,917.21,137.25,820.0,1054.46,234.46,17213.0,0.0,1.0,40',0.0
32521,150108503,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,466.98,321.98,145.0,205.0,466.98,261.98,18088.0,0.0,1.0,40',0.0
32522,150108504,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,1066.91,899.66,167.25,820.0,1066.91,246.91,14784.0,0.0,1.0,40',0.0
32525,150108507,10,CB,55.0,36.0,VALERIE KOEN,2019-11-07,WELLPET LLC,"BANGKOK, THAILAND",1401,562.33,345.98,216.35,300.0,562.33,262.33,18927.0,0.0,1.0,40',0.0
32667,150108651,10,CB,55.0,36.0,VALERIE KOEN,2019-10-24,WELLPET LLC,"BANGKOK, THAILAND",2704,524.11,347.71,176.4,265.0,524.11,259.11,17294.0,0.0,1.0,40',0.0
32744,150108728,10,CB,55.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,"BANGKOK, THAILAND",1401,480.63,275.63,205.0,265.0,480.63,215.63,17263.0,0.0,1.0,40',0.0
32746,150108730,10,CB,55.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,"BANGKOK, THAILAND",1401,402.92,292.92,110.0,170.0,402.92,232.92,13776.0,0.0,1.0,40',0.0
32747,150108731,10,CB,55.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,"BANGKOK, THAILAND",1401,391.18,246.18,145.0,205.0,391.18,186.18,11424.0,0.0,1.0,40',0.0
32751,150108735,10,CB,55.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,"BANGKOK, THAILAND",1401,417.01,295.66,121.35,205.0,417.01,212.01,15216.0,0.0,1.0,40',0.0
32753,150108737,10,CB,55.0,36.0,VALERIE KOEN,2019-11-14,WELLPET LLC,"BANGKOK, THAILAND",1401,388.73,243.73,145.0,205.0,388.73,183.73,11760.0,0.0,1.0,40',0.0
32828,150108813,10,CB,55.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,"BANGKOK, THAILAND",2704,485.28,280.28,205.0,265.0,485.28,220.28,13612.0,0.0,1.0,40',0.0
32832,150108817,10,CB,55.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,"LAEM CHABANG, THAILAND",2704,3299.81,2814.81,485.0,3117.0,3299.81,182.81,11410.0,0.0,1.0,40',0.0
32843,150108828,10,CB,55.0,36.0,VALERIE KOEN,2019-10-30,WELLPET LLC,"BANGKOK, THAILAND",2704,503.35,298.35,205.0,265.0,503.35,238.35,15993.0,0.0,1.0,40',0.0
32871,150108856,10,CB,55.0,36.0,VALERIE KOEN,2019-11-26,WELLPET LLC,"BANGKOK, THAILAND",1401,420.23,298.83,121.4,205.0,420.23,215.23,13581.0,0.0,1.0,40',0.0
32872,150108857,10,CB,55.0,36.0,VALERIE KOEN,2019-11-26,WELLPET LLC,"BANGKOK, THAILAND",1401,430.59,190.59,240.0,300.0,430.59,130.59,8539.0,0.0,1.0,40',0.0
33318,150109308,10,CB,55.0,36.0,VALERIE KOEN,2019-12-13,WELLPET LLC,"BANGKOK, THAILAND",1401,588.1,348.1,240.0,300.0,588.1,288.1,14894.0,0.0,1.0,40DV,0.0
33320,150109310,10,CB,55.0,36.0,VALERIE KOEN,2019-12-13,WELLPET LLC,"BANGKOK, THAILAND",1401,589.74,349.74,240.0,300.0,589.74,289.74,15851.0,0.0,1.0,40DV,0.0
33322,150109312,10,CB,55.0,36.0,VALERIE KOEN,2019-12-13,WELLPET LLC,"BANGKOK, THAILAND",1401,573.97,358.63,215.34,300.0,573.97,273.97,17847.0,0.0,1.0,40DV,0.0
33402,150109395,10,CB,55.0,36.0,VALERIE KOEN,2019-11-30,WELLPET LLC,"BANGKOK, THAILAND",2704,729.72,413.25,316.47,405.0,729.72,324.72,21903.0,0.0,1.0,,0.0
33540,150109546,10,CB,55.0,36.0,VALERIE KOEN,2019-12-19,WELLPET LLC,"BANGKOK, THAILAND",1401,596.48,381.14,215.34,300.0,596.48,296.48,18281.0,0.0,1.0,40DV,0.0
33541,150109547,10,CB,55.0,36.0,VALERIE KOEN,2019-12-19,WELLPET LLC,"BANGKOK, THAILAND",1401,391.06,151.06,240.0,300.0,391.06,91.06,7219.0,0.0,1.0,,0.0
33545,150109551,10,CB,55.0,36.0,VALERIE KOEN,2019-12-19,WELLPET LLC,"BANGKOK, THAILAND",1401,563.49,323.49,240.0,300.0,563.49,263.49,16274.0,0.0,1.0,,0.0
33547,150109553,10,CB,55.0,36.0,VALERIE KOEN,2019-12-19,WELLPET LLC,"BANGKOK, THAILAND",1401,534.86,294.86,240.0,300.0,534.86,234.86,16616.0,0.0,1.0,,0.0
33569,150109582,10,CB,55.0,36.0,VALERIE KOEN,2019-12-06,WELLPET LLC,"BANGKOK, THAILAND",2704,533.35,356.81,176.54,265.0,533.35,268.35,17154.0,0.0,1.0,40DV,0.0
33571,150109584,10,CB,55.0,36.0,VALERIE KOEN,2019-12-06,WELLPET LLC,"BANGKOK, THAILAND",2704,366.01,161.01,205.0,265.0,366.01,101.01,8123.0,0.0,1.0,20DV,0.0
33647,150109666,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",1401,584.65,344.65,240.0,300.0,584.65,284.65,22839.0,0.0,1.0,40HQ,0.0
33648,150109667,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",1401,557.35,317.35,240.0,300.0,557.35,257.35,13241.0,0.0,1.0,40HQ,0.0
33652,150109671,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",1401,504.56,264.56,240.0,300.0,504.56,204.56,16208.0,0.0,1.0,40HQ,0.0
33654,150109673,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",1401,525.36,310.02,215.34,300.0,525.36,225.36,18769.0,0.0,1.0,40HQ,0.0
33659,150109678,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",1401,552.53,336.13,216.4,300.0,552.53,252.53,18401.0,0.0,1.0,40HQ,0.0
33733,150109763,10,CB,55.0,36.0,VALERIE KOEN,2019-12-14,WELLPET LLC,"BANGKOK, THAILAND",2704,276.28,159.81,116.47,205.0,276.28,71.28,3783.0,0.0,1.0,20',0.0
33780,150109811,10,CB,55.0,36.0,VALERIE KOEN,2020-01-14,WELLPET LLC,"BANGKOK, THAILAND",1401,454.8,214.8,240.0,300.0,454.8,154.8,9072.0,0.0,1.0,40HQ,0.0
33843,150109883,10,CB,55.0,36.0,VALERIE KOEN,2019-12-20,WELLPET LLC,"BANGKOK, THAILAND",2704,251.47,135.0,116.47,205.0,251.47,46.47,2688.0,0.0,1.0,20',0.0
33909,150109960,10,CB,55.0,36.0,VALERIE KOEN,2020-01-10,WELLPET LLC,"BANGKOK, THAILAND",1401,403.09,189.08,214.01,300.0,403.09,103.09,7680.0,0.0,1.0,,0.0
33912,150109963,10,CB,55.0,36.0,VALERIE KOEN,2020-01-10,WELLPET LLC,"BANGKOK, THAILAND",1401,512.01,272.01,240.0,300.0,512.01,212.01,15278.0,0.0,1.0,45',0.0
33932,150109984,10,CB,55.0,36.0,VALERIE KOEN,2020-01-10,WELLPET LLC,"BANGKOK, THAILAND",1401,551.44,311.44,240.0,300.0,551.44,251.44,18328.0,0.0,1.0,40HQ,0.0
34025,150110092,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",2704,353.46,141.99,211.47,300.0,353.46,53.46,3024.0,0.0,1.0,20',0.0
34026,150110093,10,CB,55.0,36.0,VALERIE KOEN,2019-12-26,WELLPET LLC,"BANGKOK, THAILAND",2704,498.92,293.92,205.0,265.0,498.92,233.92,16800.0,0.0,1.0,40DV,16801.0
34083,150110152,10,CB,55.0,36.0,VALERIE KOEN,2020-01-19,WELLPET LLC,"BANGKOK, THAILAND",1401,387.16,147.16,240.0,300.0,387.16,87.16,5616.0,0.0,1.0,20DV,0.0
34091,150110160,10,CB,55.0,36.0,VALERIE KOEN,2020-01-19,WELLPET LLC,"BANGKOK, THAILAND",1401,488.85,273.72,215.13,300.0,488.85,188.85,12168.0,0.0,1.0,40HQ,0.0
35976,1231202-01,10,OI,25.0,36.0,VALERIE KOEN,2020-05-30,WELLPET LLC,LAEM CHABANG,COLUMBUS,5925.76,5016.19,909.57,5809.0,5925.76,116.76,6825.0,0.0,1.0,40HQ,6825.0
36298,1231230-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5991.17,4997.42,993.75,5749.0,5991.17,242.17,14983.0,55.0,1.0,40HQ,14983.2
36299,1231231-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5959.74,5081.17,878.57,5719.0,5959.74,240.74,15305.0,1.558,1.0,40HQ,15305.5
36300,1231232-01,10,OI,25.0,36.0,VALERIE KOEN,2020-05-25,WELLPET LLC,LAEM CHABANG,OAKLAND,4131.69,3653.42,478.27,3898.0,4131.69,233.69,14252.0,0.0,1.0,40HQ,14252.2
36670,1230898-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-23,WELLPET LLC,LAEM CHABANG,COLUMBUS,6085.75,5146.96,938.79,5839.0,6085.75,246.75,10841.0,0.0,1.0,40DV,10841.04
36671,1230899-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-27,WELLPET LLC,LAEM CHABANG,COLUMBUS,6152.42,5128.67,1023.75,5839.0,6152.42,313.42,14444.0,0.0,1.0,40DV,14444.78
49024,1231267-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-11,WELLPET LLC,LAEM CHABANG,COLUMBUS,6101.54,5162.79,938.75,5899.0,6101.54,202.54,11625.0,55.0,1.0,40HQ,11625.0
49026,1231269-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-13,WELLPET LLC,LAEM CHABANG,COLUMBUS,5958.25,5063.92,894.33,5764.0,5958.25,194.25,12491.0,55.0,1.0,40HQ,12491.15
49027,1231270-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-13,WELLPET LLC,LAEM CHABANG,COLUMBUS,6107.05,5153.3,953.75,5944.0,6107.05,163.05,11354.0,55.0,1.0,40HQ,11354.4
49029,1231272-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-13,WELLPET LLC,LAEM CHABANG,COLUMBUS,6130.81,5192.06,938.75,5899.0,6130.81,231.81,12474.0,55.0,1.0,40HQ,12474.0
49036,1231279-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-01,WELLPET LLC,LAEM CHABANG,OAKLAND,4109.45,3719.51,389.94,3898.0,4109.45,211.45,14250.0,55.0,1.0,40HQ,14250.62
49143,1231313-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-09,WELLPET LLC,LAEM CHABANG,OAKLAND,4056.88,3573.68,483.2,3898.0,4056.88,158.88,10279.0,55.0,1.0,40HQ,10278.8
49144,1231314-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-09,WELLPET LLC,LAEM CHABANG,OAKLAND,4140.58,3566.08,574.5,3898.0,4140.58,242.58,14198.0,55.0,1.0,40HQ,14198.27
49210,1429710-01,10,AI,45.0,36.0,VALERIE KOEN,2020-11-25,WELLPET LLC,AMSTERDAM,"JFK AIRPORT, NEW YORK",29531.55,26382.62,3148.93,29504.32,29531.55,27.23,1680.0,20.412,0.0,,1680.0
49394,1115517-01,10,OE,15.0,36.0,VALERIE KOEN,2021-02-10,WELLPET LLC,PHILADELPHIA,MELBOURNE,16734.0,14814.0,1920.0,16734.0,16734.0,0.0,58357.159,146.441,3.0,40HQ/40HQ/40HQ,58357.159
49424,1231346-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5359.57,4885.35,474.22,5155.0,5359.57,204.57,15665.0,55.0,1.0,40HQ,15665.0
49425,1231347-01,10,OI,25.0,36.0,VALERIE KOEN,2020-07-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5310.35,4801.6,508.75,5110.0,5310.35,200.35,14779.0,55.0,1.0,40HQ,14778.72
49426,1231348-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-24,WELLPET LLC,LAEM CHABANG,COLUMBUS,5326.5,4817.75,508.75,5110.0,5326.5,216.5,11088.0,55.0,1.0,40HQ,11088.0
49428,1231350-01,10,OI,25.0,36.0,VALERIE KOEN,2020-07-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5357.59,4848.84,508.75,5110.0,5357.59,247.59,15751.0,55.0,1.0,40HQ,15750.8
49429,1231351-01,10,OI,25.0,36.0,VALERIE KOEN,2020-07-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5366.36,4842.61,523.75,5155.0,5366.36,211.36,12767.0,55.0,1.0,40HQ,12767.1
49430,1231352-01,10,OI,25.0,36.0,VALERIE KOEN,2020-07-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,5278.16,4769.41,508.75,5110.0,5278.16,168.16,11464.0,55.0,1.0,40HQ,11464.15
51197,1230774-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,6060.9,5117.15,943.75,5849.0,6060.9,211.9,15415.0,42.0,1.0,40HQ,15415.0
51198,1230775-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5994.47,4985.72,1008.75,5794.0,5994.47,200.47,15326.0,42.0,1.0,40HQ,15326.1
51199,1230776-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,5148.62,4289.87,858.75,5006.0,5148.62,142.62,11824.0,22.0,1.0,20DV,11824.4
51291,1231371-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-17,WELLPET LLC,LAEM CHABANG,OAKLAND,4089.76,3768.06,321.7,3898.0,4089.76,191.76,16115.0,0.0,1.0,40HQ,16115.0
51293,1231373-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-17,WELLPET LLC,LAEM CHABANG,OAKLAND,4136.18,3814.48,321.7,3898.0,4136.18,238.18,18287.0,55.0,1.0,40HQ,18287.5
51294,1231374-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-17,WELLPET LLC,LAEM CHABANG,OAKLAND,4103.32,3619.25,484.07,3898.0,4103.32,205.32,16064.0,55.0,1.0,40HQ,16064.5
51295,1231375-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-23,WELLPET LLC,LAEM CHABANG,OAKLAND,4067.2,3677.31,389.89,3863.0,4067.2,204.2,15255.0,0.0,1.0,40HQ,15255.0
51298,1231378-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-17,WELLPET LLC,LAEM CHABANG,OAKLAND,4165.28,3843.58,321.7,3898.0,4165.28,267.28,17452.0,55.0,1.0,40HQ,17541.88
51404,1230777-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-28,WELLPET LLC,LAEM CHABANG,COLUMBUS,6058.52,5140.28,918.24,5849.0,6058.52,209.52,14476.0,42.0,1.0,40HQ,14476.0
51405,1230778-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-03,WELLPET LLC,LAEM CHABANG,COLUMBUS,6026.81,5003.06,1023.75,5839.0,6026.81,187.81,13804.0,42.0,1.0,40HQ,13804.0
53029,1115215-01,10,OE,15.0,36.0,VALERIE KOEN,2020-04-29,WELLPET LLC,PHILADELPHIA,TAURANGA,6527.0,5817.0,710.0,6527.0,6527.0,0.0,16992.152,48.597,1.0,40HQ,16992.152
53036,1429879-01,10,AI,45.0,36.0,VALERIE KOEN,2020-12-28,WELLPET LLC,AMSTERDAM,"MINNEAPOLIS, ST. PAUL, MN",3035.87,2404.57,631.3,3008.64,3035.87,27.23,165.0,1.628,0.0,,165.0
53514,1230820-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-21,WELLPET LLC,LAEM CHABANG,LONG BEACH,4146.23,3567.47,578.76,3963.0,4146.23,183.23,15400.0,48.0,1.0,40DV,15400.0
53515,1230821-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-21,WELLPET LLC,LAEM CHABANG,LONG BEACH,4228.97,3590.21,638.76,4043.0,4228.97,185.97,15625.0,48.0,1.0,40DV,15625.6
53516,1230822-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-21,WELLPET LLC,LAEM CHABANG,LONG BEACH,4063.37,3444.61,618.76,3883.0,4063.37,180.37,14349.0,48.0,1.0,40DV,14349.0
53517,1230823-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-21,WELLPET LLC,LAEM CHABANG,LONG BEACH,4188.04,3559.28,628.76,3963.0,4188.04,225.04,14715.0,48.0,1.0,40DV,14714.88
73684,1231404-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-23,WELLPET LLC,LAEM CHABANG,OAKLAND,4117.66,3672.26,445.4,3863.0,4117.66,254.66,15437.0,55.0,1.0,40HQ,15437.52
73745,1429960-01,10,AI,45.0,36.0,VALERIE KOEN,2021-01-18,WELLPET LLC,AMSTERDAM,DETROIT - METROPOLITAN (M,65878.51,58746.38,7132.13,65776.25,65878.51,102.26,9132.0,51.06,0.0,,9132.0
73766,1115555-01,10,OE,15.0,36.0,VALERIE KOEN,2021-03-30,WELLPET LLC,PHILADELPHIA,MELBOURNE,6020.0,4978.0,1042.0,6020.0,6020.0,0.0,19338.201,48.616,1.0,40HQ,19338.201
73941,1115561-01,10,OE,15.0,36.0,VALERIE KOEN,2021-03-30,WELLPET LLC,PHILADELPHIA,MELBOURNE,0.0,6486.0,-6486.0,0.0,0.0,0.0,36782.18,92.472,2.0,40HQ/40HQ,36782.18
73948,1115236-01,10,OE,15.0,36.0,VALERIE KOEN,2020-05-27,WELLPET LLC,PHILADELPHIA,MELBOURNE,6027.0,5467.0,560.0,6027.0,6027.0,0.0,20390.365,63.073,1.0,40HQ,20390.365
74070,1430047-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-08,WELLPET LLC,AMSTERDAM,"MINNEAPOLIS, ST. PAUL, MN",2538.87,2233.58,305.29,2511.64,2538.87,27.23,171.0,1.628,0.0,,171.0
74169,1430067-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-07,WELLPET LLC,AMSTERDAM,DETROIT - METROPOLITAN (M,15221.8,13747.4,1474.4,14001.9,15221.8,1219.9,1750.0,8.4,0.0,,1750.0
74206,1430085-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-09,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,71720.32,63067.15,8653.17,71646.15,71720.32,74.17,5921.0,64.728,0.0,,5921.0
74285,1430099-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-13,WELLPET LLC,AMSTERDAM,DETROIT - METROPOLITAN (M,8946.51,7077.58,1868.93,8249.42,8946.51,697.09,1000.0,4.8,0.0,,1000.0
74286,1430100-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-15,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,15072.05,12612.44,2459.61,13756.31,15072.05,1315.74,2000.0,0.0,0.0,,2000.0
74302,1430112-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-14,WELLPET LLC,AMSTERDAM,DETROIT - METROPOLITAN (M,9831.51,8865.08,966.43,9134.42,9831.51,697.09,1000.0,4.8,0.0,,1000.0
74319,1430117-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-14,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,79471.87,75116.01,4355.86,79397.0,79471.87,74.87,6494.0,70.992,0.0,,6494.0
74322,1430120-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-16,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,28739.52,27308.24,1431.28,27851.76,28739.52,887.76,3344.0,17.28,0.0,,3344.0
74381,1430136-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-16,WELLPET LLC,AMSTERDAM,DETROIT - METROPOLITAN (M,8651.03,8525.08,125.95,7953.94,8651.03,697.09,1000.0,4.8,0.0,,1000.0
74394,1430137-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-17,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,8411.23,7578.64,832.59,8384.0,8411.23,27.23,576.0,2.52,0.0,,576.0
74399,1430141-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-18,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,7900.77,7168.91,731.86,7377.96,7900.77,522.81,750.0,3.6,0.0,,750.0
74400,1430142-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-19,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,15731.53,13968.24,1763.29,14725.13,15731.53,1006.4,1500.0,7.2,0.0,,1500.0
74401,1430143-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-21,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,42703.18,38081.69,4621.49,42659.7,42703.18,43.48,5376.0,23.52,0.0,,5376.0
74465,1115582-01,10,OE,15.0,36.0,VALERIE KOEN,2021-03-17,WELLPET LLC,PHILADELPHIA,MELBOURNE,5985.0,5040.0,945.0,5985.0,5985.0,0.0,18971.422,48.807,1.0,40HQ,18971.422
74469,1430183-01,10,AI,45.0,36.0,VALERIE KOEN,2021-02-27,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,63178.96,55991.33,7187.63,63124.15,63178.96,54.81,4393.0,48.024,0.0,,4393.0
74933,1430276-01,10,AI,45.0,36.0,VALERIE KOEN,2021-03-23,WELLPET LLC,WARSAW,CHICAGO O'HARE,21828.84,17943.81,3885.03,20902.29,21828.84,926.55,2132.0,12.883,0.0,,2131.6
75013,5101061-01,50,OE,15.0,36.0,VALERIE KOEN,2021-02-03,WELLPET LLC,BANGKOK,MELBOURNE,3351.0,3141.0,210.0,3351.0,3351.0,0.0,5834.64,0.0,1.0,,5834.64
75070,1430305-01,10,AI,45.0,36.0,VALERIE KOEN,2021-03-29,WELLPET LLC,AMSTERDAM,CHICAGO O'HARE,0.0,1106.26,-1106.26,-706.76,0.0,706.76,1128.0,4.8,0.0,,1128.0
75718,1232506-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,8434.23,7883.48,550.75,8162.0,8434.23,272.23,16322.0,0.0,1.0,40HQ,16321.88
75757,1231414-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-23,WELLPET LLC,LAEM CHABANG,OAKLAND,4055.94,3550.54,505.4,3898.0,4055.94,157.94,11538.0,0.0,1.0,40HQ,11538.64
75759,1231416-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-18,WELLPET LLC,LAEM CHABANG,TACOMA,9479.1,8949.1,530.0,9233.0,9479.1,246.1,19250.0,0.0,1.0,40HQ,19250.0
75772,1231428-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-18,WELLPET LLC,LAEM CHABANG,TACOMA,9377.42,8889.54,487.88,9138.0,9377.42,239.42,14767.0,0.0,1.0,40HQ,14767.32
91604,1230847-01,10,OI,25.0,36.0,VALERIE KOEN,2020-02-21,WELLPET LLC,LAEM CHABANG,LONG BEACH,4256.44,3807.95,448.49,4043.0,4256.44,213.44,16880.0,48.0,1.0,40DV,16880.0
92284,1115255-01,10,OE,15.0,36.0,VALERIE KOEN,2020-06-17,WELLPET LLC,PHILADELPHIA,MELBOURNE,5827.0,5282.0,545.0,5827.0,5827.0,0.0,14249.636,32.725,1.0,40HQ,14249.636
92850,5300249,50,AE,35.0,36.0,VALERIE KOEN,2017-04-16,WELLPET LLC,BANGKOK,BRUSSELS,6158.9,5088.11,1070.79,6158.9,6158.9,0.0,1863.0,0.0,0.0,,1863.0
92973,5300353,50,AE,35.0,36.0,VALERIE KOEN,2017-12-06,WELLPET LLC,,,10692.3,10332.64,359.66,10692.3,10692.3,0.0,3133.0,10.522,0.0,,3133.0
92974,5300354,50,AE,35.0,36.0,VALERIE KOEN,2017-12-06,WELLPET LLC,BANGKOK,BRUSSELS,3090.16,2739.72,350.44,3090.16,3090.16,0.0,1193.0,0.0,0.0,,1193.0
92977,5300357,50,AE,35.0,36.0,VALERIE KOEN,2017-12-06,WELLPET LLC,BANGKOK,BRUSSELS,7199.64,6738.83,460.81,7199.64,7199.64,0.0,0.0,0.0,0.0,,0.0
93028,5300395,50,AE,35.0,36.0,VALERIE KOEN,2017-12-06,WELLPET LLC,,,9855.77,9166.21,689.56,9855.77,9855.77,0.0,4311.0,0.0,0.0,,4311.0
93141,5300482,50,AE,35.0,36.0,VALERIE KOEN,2017-11-01,WELLPET LLC,,,4374.32,3498.81,875.51,4374.32,4374.32,0.0,1606.0,78.863,0.0,,1606.0
93151,5300491,50,AE,35.0,36.0,VALERIE KOEN,2017-11-01,WELLPET LLC,,,1582.37,1372.64,209.73,1582.37,1582.37,0.0,421.0,0.0,0.0,,421.0
93152,5300492,50,AE,35.0,36.0,VALERIE KOEN,2017-11-01,WELLPET LLC,,,8708.23,7138.42,1569.81,8708.23,8708.23,0.0,2449.0,0.0,0.0,,2449.0
93153,5300493,50,AE,35.0,36.0,VALERIE KOEN,2017-11-01,WELLPET LLC,,,2743.15,2475.71,267.44,2743.15,2743.15,0.0,0.0,0.0,0.0,,0.0
93154,5300494,50,AE,35.0,36.0,VALERIE KOEN,2017-11-01,WELLPET LLC,,,1822.52,1144.44,678.08,1822.52,1822.52,0.0,0.0,0.0,0.0,,0.0
104326,1115264-01,10,OE,15.0,36.0,VALERIE KOEN,2020-06-23,WELLPET LLC,PHILADELPHIA,MELBOURNE,4840.0,4300.0,540.0,4840.0,4840.0,0.0,18813.389,44.049,1.0,40HQ,18813.389
104399,1231430-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-18,WELLPET LLC,LAEM CHABANG,TACOMA,9439.82,8915.25,524.57,9209.25,9439.82,230.57,16700.0,0.0,1.0,40HQ,16700.0
104400,1231431-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-18,WELLPET LLC,LAEM CHABANG,TACOMA,9386.72,8856.72,530.0,9233.0,9386.72,153.72,8974.0,0.0,1.0,40HQ,8974.0
104401,1231432-01,10,OI,25.0,36.0,VALERIE KOEN,2020-06-18,WELLPET LLC,LAEM CHABANG,TACOMA,8634.08,8154.51,479.57,8463.0,8634.08,171.08,13352.0,0.0,1.0,40HQ,13352.0
