FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
2211128-01,2020-01-09,Jan,2020,11/27/2019,20,25,OI,EICHENAUER INC,NEWPORT,EICHENAUER HEATING ELEMENTS (HUAI'A,EICHENAUER INC,"16,722",3495.19,3073.69,421.5,23005.15,3495.19,-19509.96
2211129-01,2020-01-10,Jan,2020,11/27/2019,20,25,OI,EICHENAUER INC,NEWPORT,NINGBO RAM ELECTRIC MATERIAL LTD,EICHENAUER INC,361,765.79,570.03,195.76,837,765.79,-71.21
2211130-01,2019-12-19,Dec,2019,11/27/2019,20,25,OI,K2 CORPORATION,TORONTO,MADSHUS,K2 CORPORATION,290,2417.57,2072.58,344.99,,2417.57,2417.57
2211131-01,2019-12-16,Dec,2019,11/27/2019,20,25,OI,K2 CORPORATION,TORONTO,ROCCA GROUP SRL,K2 CORPORATION,875,2447.74,2014.51,433.23,,2447.74,2447.74
2211132-01,2019-12-29,Dec,2019,11/27/2019,20,25,OI,K2 CORPORATION,TORONTO,MARKER CZ S.R.O.,K2 CORPORATION,365,1197.48,823.42,374.06,,1197.48,1197.48
2211133-01,2019-12-16,Dec,2019,11/27/2019,20,25,OI,K2 CORPORATION,TORONTO,,K2 CORPORATION,541,3440,3132.5,307.5,,3440,3440
2211134-01,2020-01-04,Jan,2020,11/29/2019,20,25,OI,CM ALMY & SON INC.,PITTSFIELD,GROUP WEST TECHNOLOGY CO LTD,CM ALMY & SON INC.,146,944.92,530.63,414.29,2544.38,944.92,-1599.46
2211135-01,2019-12-27,Dec,2019,11/29/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,BASANT OVERSEAS,"PHOENIX FOOTWEAR GROUP, INC.","2,770",5800.1,5543.74,256.36,4856.4,5800.1,943.7
2211136-01,2020-01-03,Jan,2020,11/29/2019,20,25,OI,STERLING ROPE CO INC,BIDDEFORD,"QINGDAO SHUI YUAN PACKING CO., LTD",STERLING ROPE CO INC,105,1021.75,656.06,365.69,2683.8,1021.75,-1662.05
2211137-01,2020-01-12,Jan,2020,11/29/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,IUVO INDUSTRY CO LTD,JOHNSON OUTDOORS WATERCRAFT INC,"4,214",3355.35,2992.4,362.95,2046.79,3355.35,1308.56
2211138-01,2020-01-05,Jan,2020,12/1/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"10,105",6499,5090,1409,8908.25,6499,-2409.25
2211139-01,2020-01-12,Jan,2020,12/2/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,DONGGUAN TIGER POINT METAL/PLASTIC,JOHNSON OUTDOORS WATERCRAFT INC,"7,228",3715.35,3358.4,356.95,22617.45,3715.35,-18902.1
2211140-01,2019-12-17,Dec,2019,12/2/2019,20,25,OI,ELAN USA CORPORATION,LEBANON,ELAN D.O.O.,ELAN USA CORPORATION,"3,984",5330,5295,35,3518.29,5330,1811.71
2211141-01,2020-01-04,Jan,2020,12/2/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,HOU RONG SHOES,"PHOENIX FOOTWEAR GROUP, INC.","8,087",6433.1,6151.1,282,42786.81,6433.1,-36353.71
2211141-02,2020-01-04,Jan,2020,12/2/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,DONG CHAO SHOE INC.,"PHOENIX FOOTWEAR GROUP, INC.","8,087",,,,42786.81,,-42786.81
2211141-03,2020-01-04,Jan,2020,12/2/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,HK JUNTU TRADE CO LIMITED,"PHOENIX FOOTWEAR GROUP, INC.","8,087",,,,42786.81,,-42786.81
2211142,2019-12-20,Dec,2019,12/2/2019,20,25,OI,GB MFG LLC,DENVER,HER HWA INTERNATIONAL TRADE CO LTD,GB MFG LLC,"9,160",,,,,,
2211143-01,2019-12-15,Dec,2019,12/3/2019,20,25,OI,K2 CASTINGS INC,PORTSMOUTH,SICHUAN KINTES TECHNOLOGY,K2 CASTINGS INC,"25,254",1300,1080,220,,1300,1300
2211144-01,2019-12-07,Dec,2019,12/3/2019,20,25,OI,INTER-CONTINENTAL MERCANTILE,MONTREAL,DURALEX INTERNATIONAL ASA,INTER-CONTINENTAL MERCANTILE,"19,113",3600,3410,190,,3600,3600
2211145-01,2020-01-07,Jan,2020,12/3/2019,20,25,OI,K2 CORPORATION,TORONTO,MADSHUS,K2 CORPORATION,634,3651.01,3308.2,342.81,,3651.01,3651.01
2211146-01,2020-01-12,Jan,2020,12/3/2019,20,25,OI,BENJAMIN WALK INC.,SOMERSWORTH,MERCHANT INTERNATIONAL FOOTWEAR LTD,BENJAMIN WALK INC.,"2,948",2435,2139.5,295.5,3832.98,2435,-1397.98
2211147-01,2020-01-06,Jan,2020,12/4/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,678,1122.71,891.73,230.98,508,1122.71,614.71
2211148-01,2020-01-15,Jan,2020,12/4/2019,20,25,OI,HIL TECHNOLOGY INC.,PORTLAND,"MATALA WATER TECHNOLOGY CO., LTD",HIL TECHNOLOGY INC.,590,2378.09,2065.31,312.78,499.26,2378.09,1878.83
2211149-01,2020-01-08,Jan,2020,12/4/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,PULSE INT'L FORESTRY (JIANGXI) CO.,WALLINGFORDS INC.,"1,325",568.89,344.65,224.24,2559,568.89,-1990.11
2211150-01,2020-01-15,Jan,2020,12/4/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,PUTIAN NEWPOWER INT'L TRADE CO. LTD,EASTLAND SHOE CORP,"6,260",3884.7,3509.12,375.58,3002.4,3884.7,882.3
2211151-01,2020-01-15,Jan,2020,12/4/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,"PUTIAN HUAJUN FOOTWEAR CO.,LTD",EASTLAND SHOE CORP,"9,839",7129.4,6483.24,646.16,28028,7129.4,-20898.6
2211152-01,2020-01-11,Jan,2020,12/4/2019,20,25,OI,CM ALMY & SON INC.,PITTSFIELD,MAN KEE BRASS & METAL WORKS FTY LTD,CM ALMY & SON INC.,"1,113",2124.35,1699.88,424.47,619.1,2124.35,1505.25
2211153-01,2020-01-14,Jan,2020,12/5/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,806,1087.36,825.65,261.71,1140,1087.36,-52.64
2211154-01,2019-12-23,Dec,2019,12/5/2019,20,25,OI,ELDUR CORPORATION,BANGOR,FEINDRAHTWERK ADOLF EDELHOFF GMBH,ELDUR CORPORATION,"3,420",1705.12,1243.71,461.41,8100,1705.12,-6394.88
2211155-01,2019-12-30,Dec,2019,12/5/2019,20,25,OI,MARKER VOLKL USA,LEBANON,CALZATURIFICIO DAL BELLO S.R.L.,MARKER VOLKL USA,"1,580",4411.79,4114.07,297.72,,4411.79,4411.79
2211156-01,2020-05-28,May,2020,4/16/2020,20,25,OI,HIL TECHNOLOGY INC.,PORTLAND,YANPAI FILTRATION TECHNOLOGY CO.,HIL TECHNOLOGY INC.,266,2734.49,2429.58,304.91,1848.75,2734.49,885.74
2211157-01,2020-01-12,Jan,2020,12/5/2019,20,25,OI,EICHENAUER INC,NEWPORT,EICHENAUER HEATING ELEMENTS (HUAI'A,EICHENAUER INC,"16,722",3945.19,3523.69,421.5,23005.15,3945.19,-19059.96
2211158-01,2020-01-13,Jan,2020,12/5/2019,20,25,OI,"UNITED FABRICANTS, STRAINRITE, INC",AUBURN,HANGZHOU FUYANG BONA WATER PURIFICA,"UNITED FABRICANTS, STRAINRITE, INC",617,965.23,735.69,229.54,,965.23,965.23
2211159-01,2019-12-29,Dec,2019,12/5/2019,20,25,OI,BASKETVILLE INC,PUTNEY,QINGDAO VICTORIA HANDICRAFTS MFG CO,BASKETVILLE INC,"4,380",3309,3169.79,139.21,3812.16,3309,-503.16
2211160-01,2019-12-29,Dec,2019,12/5/2019,20,25,OI,BASKETVILLE INC,PUTNEY,CAOXIAN HENHZHENG ARTS & CRAFTS,BASKETVILLE INC,"8,280",1877,1482,395,4666.19,1877,-2789.19
2211161-01,2020-01-06,Jan,2020,12/6/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"3,057",3944,3505,439,5269.5,3944,-1325.5
2211162-01,2019-12-23,Dec,2019,12/6/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"3,818",3297,2782.02,514.98,5652.25,3297,-2355.25
2211163-01,2019-12-20,Dec,2019,12/6/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,CLARK TRACKS LIMITED,WALLINGFORDS INC.,"8,753",4295.35,3885.35,410,,4295.35,4295.35
2211164-01,2020-03-27,Mar,2020,12/6/2019,20,25,OI,"ELECTRONICS FOR IMAGING, INC.",FREMONT,REGGIANI MACCHINE SPA,SUPER COLOR DIGITAL LLC,"18,612",,4542.72,-4542.72,,,
2211165-01,2019-12-19,Dec,2019,12/9/2019,20,25,OI,"ELECTRONICS FOR IMAGING, INC.",FREMONT,MATAN DIGITAL PRINTERS LTD.,"ELECTRONICS FOR IMAGING, INC.","6,300",5839.22,4599.22,1240,,514.22,5839.22
2211166-01,2020-01-18,Jan,2020,12/9/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,RUDONG CHAIN WORKS,WALLINGFORDS INC.,"17,200",9267.11,8734.61,532.5,6418.7,9267.11,2848.41
2211167-01,2020-01-09,Jan,2020,12/9/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"1,017",195,-24.32,219.32,1022.5,195,-827.5
2211168-01,2020-01-06,Jan,2020,12/10/2019,20,25,OI,K2 SPORTS LLC,SEATTLE,CALZATURIFICIO DAL BELLO S.R.L.,K2 SPORTS LLC,,11015,10265,750,,11015,11015
2211169-01,2020-01-13,Jan,2020,12/11/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"16,399",9674,9044,630,13496.75,9674,-3822.75
2211171-01,2020-01-17,Jan,2020,12/11/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,541,722.18,438.42,283.76,825.25,722.18,-103.07
2211172-01,2020-01-29,Jan,2020,12/12/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,700,849.06,523.56,325.5,,849.06,849.06
2211173-01,2020-01-04,Jan,2020,12/12/2019,20,25,OI,BASKETVILLE INC,PUTNEY,CAOXIAN HENHZHENG ARTS & CRAFTS,BASKETVILLE INC,"13,668",5864,4946,918,9899.36,5864,-4035.36
2211174-01,2020-01-10,Jan,2020,12/13/2019,20,25,OI,AUTOMATIC DISTRIBUTORS,BANGOR,"NACHMAN INTERNATIONAL CO., LTD.",AUTOMATIC DISTRIBUTORS,"1,140",2298.29,1906.78,391.51,1146.03,2298.29,1152.26
2211175-01,2020-01-18,Jan,2020,12/13/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,RUDONG CHAIN WORKS,WALLINGFORDS INC.,"16,817",10128.43,9595.93,532.5,7261.5,10128.43,2866.93
2211176-01,2020-01-19,Jan,2020,12/13/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,DONGGUAN JUNFENG PLASTIC PRODUCTS,JOHNSON OUTDOORS WATERCRAFT INC,560,6155.87,5751.25,404.62,3616.03,6155.87,2539.84
2211177-01,2020-01-18,Jan,2020,12/16/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,CHANGZHOU QIAOYU TOURIST PRODUCTS,JOHNSON OUTDOORS WATERCRAFT INC,"2,624",11393.72,10926.77,466.95,7232,11393.72,4161.72
2211178-01,2020-01-04,Jan,2020,12/17/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"2,973",1659.12,1199.12,460,3002,1659.12,-1342.88
2211179-01,2020-01-17,Jan,2020,12/17/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"9,165",3867,3442,425,9221.5,3867,-5354.5
2211180-01,2020-01-10,Jan,2020,12/17/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"1,860",3702,3194,508,1488.75,3702,2213.25
2211181-01,2019-12-28,Dec,2019,12/17/2019,20,25,OI,TEST IMPORTER,ANYWHERE,TEST SHIPPER,TEST CONSIGNEE,200,,,,,,
2211182-01,2020-01-18,Jan,2020,12/17/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,VARIOUS,"PHOENIX FOOTWEAR GROUP, INC.","7,608",6282.1,5900.1,382,43839.23,6282.1,-37557.13
2211183-01,2019-12-28,Dec,2019,12/17/2019,20,25,OI,TEST IMPORTER,ANYWHERE,TEST SHIPPER,TEST CONSIGNEE,200,,,,,,
2211184-01,2020-01-18,Jan,2020,12/17/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,VARIOUS,"PHOENIX FOOTWEAR GROUP, INC.","6,954",6254.1,5872.1,382,36308.78,6254.1,-30054.68
2211185-01,2019-12-28,Dec,2019,12/17/2019,20,25,OI,TEST IMPORTER,ANYWHERE,TEST SHIPPER,TEST IMPORTER,500,,,,,,
2211186-01,2020-01-18,Jan,2020,12/17/2019,20,25,OI,"UNITED FABRICANTS, STRAINRITE, INC",AUBURN,"SUZHOU FOLGEN MACHINERY CO, LTD","UNITED FABRICANTS, STRAINRITE, INC","2,595",7713.66,7252.16,461.5,2603.27,7713.66,5110.39
2211187-01,2020-01-21,Jan,2020,12/17/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,* VARIOUS *,EASTLAND SHOE CORP,"7,380",5345,4709.58,635.42,27489.94,5345,-22144.94
2211188-01,2020-01-17,Jan,2020,12/18/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"6,568",3867,3442,425,9010,3867,-5143
2211189-01,2020-01-29,Jan,2020,12/18/2019,20,25,OI,DP INDUSTRIES INC,VASSALBORO,TONGJIANG DONGCHENG IMP&EXP CO.,DP INDUSTRIES INC,"20,814",16890.38,16414.38,476,12280.71,16890.38,4609.67
2211190-01,2020-03-18,Mar,2020,12/18/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"9,808",5298,4751,547,9437.25,5298,-4139.25
2211191-01,2020-01-08,Jan,2020,12/18/2019,20,25,OI,CM ALMY & SON INC.,PITTSFIELD,"SHAOXING KAIDA LINEN CO., LTD",CM ALMY & SON INC.,"1,400",8213.99,7785.07,428.92,6715.97,8213.99,1498.02
2211192-01,2020-01-29,Jan,2020,12/18/2019,20,25,OI,"MALONE PADDLE GEAR, LLC",WESTBROOK,NINGBO BEILUN LOVEYOUNG AUTO ACCESS,"MALONE PADDLE GEAR, LLC","6,270",6303.78,5898.4,405.38,2967.25,6303.78,3336.53
2211193-01,2020-01-21,Jan,2020,12/18/2019,20,25,OI,SELLERS PUBLISHING INC,SOUTH PORTLAND,HESHAN ASTROS PRINTING LTD,SELLERS PUBLISHING INC,"1,484",1827.4,1351.09,476.31,,1827.4,1827.4
2211194-01,2020-01-25,Jan,2020,12/18/2019,20,25,OI,CM ALMY & SON INC.,PITTSFIELD,HIP LIK PACKAGING PRODUCTS FTY,CM ALMY & SON INC.,380,2344.66,1982.31,362.35,1459.92,2344.66,884.74
2211195-01,2020-01-08,Jan,2020,12/19/2019,20,25,OI,"TITAN CARTER PLATFORM SYSTEMS, INC",ROY,AUDIENCE SYSTEMS,"TITAN CARTER PLATFORM SYSTEMS, INC","14,061",20424.57,18523.9,1900.67,,20424.57,20424.57
2211196-01,2020-01-09,Jan,2020,12/19/2019,20,25,OI,P.A.T. PRODUCTS INC,HERMON,AGRIUM INTERNATIONAL,P.A.T. PRODUCTS INC,"10,030",3555.07,3022.32,532.75,,3555.07,3555.07
2211197-01,2020-01-22,Jan,2020,12/19/2019,20,25,OI,"UNITED FABRICANTS, STRAINRITE, INC",AUBURN,HANGZHOU FUYANG BONA WATER PURIFICA,"UNITED FABRICANTS, STRAINRITE, INC","1,370",1571.75,1174.76,396.99,,1571.75,1571.75
2211198-01,2020-01-29,Jan,2020,12/19/2019,20,25,OI,"MALONE PADDLE GEAR, LLC",WESTBROOK,"NINGBO ZHONGRUI IMP & EXP CO, LTD","MALONE PADDLE GEAR, LLC","5,810",14513.17,14107.79,405.38,11061.9,14513.17,3451.27
2211199-01,2020-01-10,Jan,2020,12/19/2019,20,25,OI,BASKETVILLE INC,PUTNEY,QINGDAO FENGLI ARTS&CRAFTS CO LTD,BASKETVILLE INC,"8,320",4891,3984,907,8346.8,4891,-3455.8
2211200-01,2020-01-10,Jan,2020,12/19/2019,20,25,OI,BASKETVILLE INC,PUTNEY,QINGDAO YL ARTS AND CRAFTS FACTORY,BASKETVILLE INC,"3,918",1977,1578,399,2989.08,1977,-1012.08
2211201-01,2020-02-01,Feb,2020,12/19/2019,20,25,OI,BENJAMIN WALK INC.,SOMERSWORTH,RONG MEI SHOES FACTORY,BENJAMIN WALK INC.,"8,170",14808.88,14526.38,282.5,11393.36,14808.88,3415.52
2211204-01,2020-01-25,Jan,2020,12/19/2019,20,25,OI,K2 CORPORATION,TORONTO,CALZATURIFICIO DAL BELLO S.R.L.,K2 CORPORATION,422,2085.11,1773.22,311.89,,2085.11,2085.11
2211205-01,2020-02-01,Feb,2020,12/20/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,DONGGUAN SANYUAN SHOES,EASTLAND SHOE CORP,"5,567",3634.7,3252.72,381.98,19104.66,3634.7,-15469.96
2211206-01,2020-02-01,Feb,2020,12/20/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,DONGGUAN TIGER POINT METAL/PLASTIC,JOHNSON OUTDOORS WATERCRAFT INC,"5,998",19240.29,18693.34,546.95,14935.19,19240.29,4305.1
2211207-01,2020-02-01,Feb,2020,12/20/2019,20,25,OI,"MALONE PADDLE GEAR, LLC",WESTBROOK,"PAN JACK INDUSTRIAL CO., LTD","MALONE PADDLE GEAR, LLC","13,663",14628.04,14318.66,309.38,10629.56,14628.04,3998.48
2211208-01,2020-01-15,Jan,2020,12/20/2019,20,25,OI,P.A.T. PRODUCTS INC,HERMON,COIM SPA,P.A.T. PRODUCTS INC,"41,278",7858.25,7208.25,650,,7478.25,7858.25
2211209-01,2020-01-09,Jan,2020,12/20/2019,20,25,OI,P.A.T. PRODUCTS INC,HERMON,WILLY BENECKE GMBH,P.A.T. PRODUCTS INC,"15,644",2943.52,2486.85,456.67,,2943.52,2943.52
2211210-01,2020-02-05,Feb,2020,12/23/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,GB FORESTRY AUSTRALIA PTY LTD,WALLINGFORDS INC.,"1,112",1238.17,930.35,307.82,,1238.17,1238.17
2211211-01,2020-01-12,Jan,2020,12/23/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,PULSE INT'L FORESTRY (JIANGXI) CO.,WALLINGFORDS INC.,"1,529",806.92,618.26,188.66,,806.92,806.92
2211212-01,2020-01-10,Jan,2020,12/23/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,PULSE INT'L FORESTRY (JIANGXI) CO.,WALLINGFORDS INC.,588,2261.01,1941.01,320,1009.8,2261.01,1251.21
2211213-01,2020-01-25,Jan,2020,12/23/2019,20,25,OI,"PHOENIX FOOTWEAR GROUP, INC.",CARLSBAD,VARIOUS,"PHOENIX FOOTWEAR GROUP, INC.","6,115",6346.1,5979.1,367,39598.15,6346.1,-33252.05
2211214-01,2020-01-11,Jan,2020,12/23/2019,20,25,OI,P.A.T. PRODUCTS INC,HERMON,AGRIUM INTERNATIONAL,P.A.T. PRODUCTS INC,"20,600",4205.81,3658.89,546.92,,4205.81,4205.81
2211215-01,2020-01-07,Jan,2020,12/23/2019,20,25,OI,"FINN COMFORT USA, INC",N CHARLESTON,WALDI SCHUHFABRIK GMBH,"FINN COMFORT USA, INC","6,993",38439.43,37958.34,481.09,33629.22,38439.43,4810.21
2211216-01,2020-01-19,Jan,2020,12/24/2019,20,25,OI,HUSSEY SEATING COMPANY,NORTH BERWICK,THE FEDERATED INDUSTRIES (NINGBO),HUSSEY SEATING COMPANY,"4,053",3279,2999,280,,3279,3279
2211217-01,2020-02-08,Feb,2020,12/24/2019,20,25,OI,ENERCON TECHNOLOGIES,GRAY,KINLIN LIMITED,ENERCON TECHNOLOGIES,"11,714",8473.51,8032.01,441.5,4012.84,8473.51,4460.67
2211218-01,2020-01-29,Jan,2020,12/24/2019,20,25,OI,STERLING POWER USA,ELIOT,"ALITECH CO., LTD.",STERLING POWER USA,638,1043.03,701.9,341.13,,1043.03,1043.03
2211219-01,2020-02-11,Feb,2020,12/26/2019,20,25,OI,STERLING POWER USA,ELIOT,"AKOWA ELECTRONICS CO., LTD",STERLING POWER USA,"1,353",1871.21,1452.45,418.76,,1871.21,1871.21
2211220-01,2020-02-28,Feb,2020,12/26/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,PUTIAN NEWPOWER INT'L TRADE CO. LTD,EASTLAND SHOE CORP,"3,664",4034.7,3386.62,648.08,1832.4,4034.7,2202.3
2211221-01,2020-02-28,Feb,2020,12/26/2019,20,25,OI,EASTLAND SHOE CORP,FREEPORT,"PUTIAN HUAJUN FOOTWEAR CO.,LTD",EASTLAND SHOE CORP,"5,345",4034.7,3386.62,648.08,3607.26,4034.7,427.44
2211222-01,2020-01-24,Jan,2020,12/26/2019,20,25,OI,EICHENAUER INC,NEWPORT,NINGBO RAM ELECTRIC MATERIAL LTD,EICHENAUER INC,361,1856.06,1473.7,382.36,912.33,1856.06,943.73
2211223-01,2020-02-01,Feb,2020,12/26/2019,20,25,OI,JOHNSON OUTDOORS WATERCRAFT INC,OLD TOWN,MAKOYA INTERNATIONAL,JOHNSON OUTDOORS WATERCRAFT INC,"2,524",9793.68,9380.32,413.36,6661.84,9793.68,3131.84
2211224-01,2020-01-11,Jan,2020,12/27/2019,20,25,OI,WALLINGFORDS INC.,NEW HAMPTON,CLARK TRACKS LIMITED,WALLINGFORDS INC.,"18,775",4663.09,4253.09,410,,4663.09,4663.09
