,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
120711,1232590-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-18,WELLPET LLC,LAEM CHABANG,OAKLAND,6743.7,6183.2,560.5,6503.0,6743.7,240.7,15540.0,55.0,1.0,40HQ,15540.56
120712,1232591-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-18,WELLPET LLC,LAEM CHABANG,OAKLAND,6789.03,6228.53,560.5,6503.0,6789.03,286.03,20024.0,55.0,1.0,40HQ,20024.44
120797,1232270-01,10,OI,25.0,36.0,VALERIE KOEN,2020-11-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,7332.21,4585.09,2747.12,7091.0,7332.21,241.21,12452.0,55.0,1.0,40HQ,12452.12
120798,1232271-01,10,OI,25.0,36.0,VALERIE KOEN,2020-11-02,WELLPET LLC,LAEM CHABANG,COLUMBUS,7332.21,4528.46,2803.75,7091.0,7332.21,241.21,16067.0,55.0,1.0,40HQ,16067.2
120836,1232760-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-10,WELLPET LLC,LAEM CHABANG,OAKLAND,6792.66,6277.77,514.89,6503.0,6792.66,289.66,18295.0,55.0,1.0,40HQ,18295.75
120965,1232199-01,10,OI,25.0,36.0,VALERIE KOEN,2020-10-06,WELLPET LLC,LAEM CHABANG,OAKLAND,6699.34,6204.8,494.54,6420.0,6699.34,279.34,15517.0,55.0,1.0,40HQ,15517.63
121036,1232684-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8683.23,4725.48,3957.75,8347.0,8683.23,336.23,17371.0,55.0,1.0,40HQ,17370.76
121256,1230939-01,10,OI,25.0,36.0,VALERIE KOEN,2020-04-10,WELLPET LLC,LAEM CHABANG,COLUMBUS,5163.92,4290.17,873.75,5051.0,5163.92,112.92,9081.0,22.0,1.0,20DV,9080.82
121483,1230958-01,10,OI,25.0,36.0,VALERIE KOEN,2020-03-26,WELLPET LLC,LAEM CHABANG,LONG BEACH,3109.83,2439.95,669.88,3014.0,3109.83,95.83,6553.0,22.0,1.0,20DV,6553.62
121496,1230913-01,10,OI,25.0,36.0,VALERIE KOEN,2020-04-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5923.97,4945.22,978.75,5704.0,5923.97,219.97,10340.0,42.0,1.0,40DV,10399.93
121577,1232761-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-10,WELLPET LLC,LAEM CHABANG,OAKLAND,7154.63,6603.23,551.4,6880.4,7154.63,274.23,17946.0,55.0,1.0,40HQ,17946.5
121578,1232762-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-10,WELLPET LLC,LAEM CHABANG,OAKLAND,6730.23,6213.83,516.4,6468.0,6730.23,262.23,20240.0,55.0,1.0,40HQ,20240.0
121593,1230914-01,10,OI,25.0,36.0,VALERIE KOEN,2020-04-07,WELLPET LLC,LAEM CHABANG,COLUMBUS,5900.71,5045.56,855.15,5604.0,5900.71,296.71,14130.0,42.0,1.0,40DV,14130.6
121860,1232695-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-27,WELLPET LLC,LAEM CHABANG,OAKLAND,6807.95,6247.45,560.5,6503.0,6807.95,304.95,19432.0,55.0,1.0,40HQ,19432.36
121984,1232626-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-28,WELLPET LLC,LAEM CHABANG,OAKLAND,6727.66,6167.16,560.5,6503.0,6727.66,224.66,17169.0,55.0,1.0,40HQ,17169.52
122203,1232631-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-28,WELLPET LLC,LAEM CHABANG,OAKLAND,6759.6,6199.1,560.5,6503.0,6759.6,256.6,19851.0,55.0,1.0,40HQ,19851.6
122243,1232699-01,10,OI,25.0,36.0,VALERIE KOEN,2020-12-28,WELLPET LLC,LAEM CHABANG,OAKLAND,6786.6,7440.27,-653.67,6503.0,6786.6,283.6,20165.0,55.0,1.0,40HQ,20165.72
122289,1232634-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8568.37,4795.12,3773.25,8302.0,8568.37,266.37,15841.0,55.0,1.0,40HQ,15840.9
122511,1232637-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8750.27,8047.02,703.25,8482.0,8750.27,268.27,17919.0,55.0,1.0,40HQ,17919.0
122512,1232638-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8589.82,7975.08,614.74,8302.0,8589.82,287.82,16565.0,0.0,1.0,40HQ,16565.25
122645,1232640-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8433.65,7943.91,489.74,8177.0,8433.65,256.65,15224.0,55.0,1.0,40HQ,15224.3
122654,1232641-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8627.55,7969.3,658.25,8347.0,8627.55,280.55,19292.0,55.0,1.0,40HQ,19292.0
122665,1232642-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8662.38,8004.13,658.25,8347.0,8662.38,315.38,16986.0,55.0,1.0,40HQ,16985.4
122805,1232643-01,10,OI,25.0,36.0,VALERIE KOEN,2021-01-09,WELLPET LLC,LAEM CHABANG,COLUMBUS,8790.28,8087.03,703.25,8482.0,8790.28,308.28,17447.0,55.0,1.0,40HQ,17447.0
