,FILE NO,DIVISION,METHOD OF TRANSPORT,BUSINESS LINE,SALESMAN CODE,SALESMAN NAME,REPORT DATE,CUSTOMER CODE,CUSTOMER NAME,PORT OF LOAD NAME,PORT OF DCHG NAME,REVENUE,EXPENSE,PROFIT,TOTAL REVENUE LESS DUTIES,TOTAL BILLED TO ACCOUNT,TOTAL DUTY BILLED,GROSS WEIGHT,TOT CBM,CONTAINER COUNT,CONTAINER TYPE,TOT KGS
0,130032715-01,10,AE,35.0,22.0,MOLIVEIRA,2021-01-16,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,5045.7,4388.81,656.89,5045.7,5045.7,0.0,227.0,2.14,0.0,,227.0
1,130031528,10,AE,35.0,22.0,MOLIVEIRA,2020-01-18,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,,772.6,529.1,243.5,772.6,772.6,0.0,182.0,0.0,0.0,,182.0
2,130031509-01,10,AE,35.0,22.0,MOLIVEIRA,2020-01-18,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1394.97,1036.79,358.18,1394.97,1394.97,0.0,139.0,1.142,0.0,,139.0
3,130031509-02,10,AE,35.0,22.0,MOLIVEIRA,2020-01-18,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1215.96,870.37,345.59,1215.96,1215.96,0.0,53.0,0.614,0.0,,53.0
4,130031330-01,10,AE,35.0,22.0,MOLIVEIRA,2019-11-23,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,17492.38,16734.43,757.95,17492.38,17517.86,0.0,182.0,0.766,0.0,,182.0
5,130031342-01,10,AE,35.0,22.0,MOLIVEIRA,2019-11-26,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,VANCOUVER INT'L AIRPORT,4689.15,4342.03,347.12,4689.15,4689.15,0.0,98.0,0.788,0.0,,98.0
6,130031347-01,10,AE,35.0,22.0,MOLIVEIRA,2019-11-30,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,68468.06,68294.16,173.9,68468.06,68600.06,0.0,229.0,2.109,0.0,,229.0
7,130031389-01,10,AE,35.0,22.0,MOLIVEIRA,2019-12-10,AKOBIO01,"AKOYA BIOSCIENCES, INC.",HOUSTON - INTERCONTINENTA,TORONTO,21383.75,21033.72,350.03,21383.75,21383.75,0.0,182.0,2.121,0.0,,182.0
8,130031400-01,10,AE,35.0,22.0,MOLIVEIRA,2019-12-14,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,63370.13,63095.64,274.49,63370.13,63502.13,0.0,222.0,2.109,0.0,,222.0
9,130031432-01,10,AE,35.0,22.0,MOLIVEIRA,2019-12-21,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1819.21,1514.83,304.38,1819.21,1937.86,0.0,226.0,2.029,0.0,,226.0
10,130031437-01,10,AE,35.0,22.0,MOLIVEIRA,2020-01-05,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1619.62,1197.12,422.5,1619.62,0.0,0.0,224.0,2.109,0.0,,224.0
11,1428520-01,10,AI,45.0,22.0,MOLIVEIRA,2020-01-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",AMSTERDAM,BOSTON-LOGAN INTL AIRPORT,1119.82,710.24,409.58,1119.82,1119.82,0.0,96.0,0.797,0.0,,96.0
12,130032691-01,10,AE,35.0,22.0,MOLIVEIRA,2020-12-09,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3508.38,3162.66,345.72,3508.38,3508.38,0.0,233.0,2.086,0.0,,233.0
13,130032697-01,10,AE,35.0,22.0,MOLIVEIRA,2020-12-11,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3547.43,2829.02,718.41,3547.43,3547.43,0.0,149.0,2.087,0.0,,149.0
14,130032647-01,10,AE,35.0,22.0,MOLIVEIRA,2020-12-01,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,5447.9,4733.58,714.32,5447.9,5447.9,0.0,188.0,2.912,0.0,,188.0
15,130032585-01,10,AE,35.0,22.0,MOLIVEIRA,2020-11-14,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,2196.94,1709.33,487.61,2196.94,2196.94,0.0,125.0,1.511,0.0,,125.0
16,130032565-01,10,AE,35.0,22.0,MOLIVEIRA,2020-11-12,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3356.2,2843.35,512.85,3356.2,3356.2,0.0,89.0,0.959,0.0,,89.0
17,130032482-01,10,AE,35.0,22.0,MOLIVEIRA,2020-10-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3107.78,2670.48,437.3,3107.78,3107.78,0.0,225.0,2.078,0.0,,225.0
18,150111195,10,CB,55.0,22.0,MOLIVEIRA,2020-01-21,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,314.91,94.91,220.0,220.0,314.91,94.91,85.0,0.0,1.0,,0.0
19,150111081,10,CB,55.0,22.0,MOLIVEIRA,2020-01-16,AKOBIO02,"AKOYA BIOSCIENCES, INC",,0901,675.0,425.0,250.0,675.0,675.0,0.0,200.0,0.0,0.0,,0.0
20,150111082,10,CB,55.0,22.0,MOLIVEIRA,2020-01-17,AKOBIO02,"AKOYA BIOSCIENCES, INC",,3004,575.0,325.0,250.0,575.0,575.0,0.0,200.0,0.0,0.0,,0.0
21,130032420-01,10,AE,35.0,22.0,MOLIVEIRA,2020-10-12,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,19837.16,19459.26,377.9,19837.16,19837.16,0.0,122.0,1.196,0.0,,122.0
22,150109505,10,CB,55.0,22.0,MOLIVEIRA,2019-11-04,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,0417,6546.27,6326.27,220.0,220.0,6546.27,6326.27,58.0,0.0,1.0,,58.0
23,150109927,10,CB,55.0,22.0,MOLIVEIRA,2019-11-25,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,3971.69,3751.69,220.0,220.0,3971.69,3751.69,180.0,0.0,1.0,,180.0
24,150110694,10,CB,55.0,22.0,MOLIVEIRA,2019-12-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,314.91,94.91,220.0,220.0,314.91,94.91,99.0,0.0,1.0,,99.0
25,633008119-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-12,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3993.23,3230.18,763.05,3993.23,3993.23,0.0,87.0,0.972,0.0,,87.0
26,633008233-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-19,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,6572.68,4892.59,1680.09,6572.68,6572.68,0.0,103.0,1.353,0.0,,103.0
27,633008035-01,60,AE,35.0,22.0,MOLIVEIRA,2020-08-29,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7443.28,6244.25,1199.03,7443.28,7443.28,0.0,190.0,1.551,0.0,,190.0
28,633008187-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-16,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7455.12,6159.73,1295.39,7455.12,7455.12,0.0,148.0,2.073,0.0,,148.0
29,130032269-01,10,AE,35.0,22.0,MOLIVEIRA,2020-09-05,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,27113.5,26905.75,207.75,27113.5,27113.5,0.0,226.0,2.078,0.0,,226.0
30,130032904-01,10,AE,35.0,22.0,MOLIVEIRA,2021-02-04,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,TEL AVIV,1953.66,1364.88,588.78,1953.66,1953.66,0.0,156.0,2.5,0.0,,156.0
31,130032913-01,10,AE,35.0,22.0,MOLIVEIRA,2021-02-08,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,4640.42,3807.14,833.28,4640.42,4640.42,0.0,194.0,2.643,0.0,,194.0
32,130032914-01,10,AE,35.0,22.0,MOLIVEIRA,2021-02-07,AKOBIO03,AKOYA BIOSCIENCES INC,BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1799.44,1475.45,323.99,1799.44,1799.44,0.0,129.0,1.598,0.0,,129.0
33,633008280-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-26,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4724.9,3651.88,1073.02,4724.9,4724.9,0.0,76.0,1.133,0.0,,76.0
34,130032570-01,10,AE,35.0,22.0,MOLIVEIRA,2020-11-15,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,PARIS-CHARLES DE GAULLE,1868.18,1249.5,618.68,1868.18,1868.18,0.0,40.0,0.317,0.0,,40.0
35,150117270,10,CB,55.0,22.0,MOLIVEIRA,2020-11-08,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,419.57,284.57,135.0,195.0,419.57,224.57,100.0,0.0,0.0,,0.0
36,633008303-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-30,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7997.37,6654.55,1342.82,7997.37,7997.37,0.0,192.0,2.067,0.0,,192.0
37,633008334-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-28,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3878.98,3064.74,814.24,3878.98,3878.98,0.0,74.0,1.07,0.0,,74.0
38,633008363-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-10,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4950.46,4619.43,331.03,4950.46,4950.46,0.0,137.0,1.507,0.0,,137.0
39,633008741-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-18,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4438.39,3614.87,823.52,4438.39,4438.39,0.0,79.0,1.07,0.0,,79.0
40,633008803-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-21,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5417.16,4550.82,866.34,5417.16,5417.16,0.0,127.0,1.129,0.0,,127.0
41,130032992-01,10,AE,35.0,22.0,MOLIVEIRA,2021-02-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,4300.07,3940.16,359.91,4300.07,4397.05,0.0,193.0,2.58,0.0,,193.0
42,130032996-01,10,AE,35.0,22.0,MOLIVEIRA,2021-02-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,VANCOUVER INT'L AIRPORT,12422.63,11931.7,490.93,12422.63,12422.63,0.0,197.0,2.581,0.0,,197.0
43,130033034-01,10,AE,35.0,22.0,MOLIVEIRA,2021-03-08,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3473.59,2932.2,541.39,3473.59,3473.59,0.0,227.0,2.14,0.0,,227.0
44,130033165-01,10,AE,35.0,22.0,MOLIVEIRA,2021-04-03,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,2816.49,2422.85,393.64,2816.49,2859.85,0.0,127.0,1.623,0.0,,127.0
45,130033171-01,10,AE,35.0,22.0,MOLIVEIRA,2021-04-02,AKOBIO02,"AKOYA BIOSCIENCES, INC",CHICAGO O'HARE,AMSTERDAM,2760.0,1948.54,811.46,2760.0,2760.0,0.0,33.0,0.339,0.0,,33.0
46,130033239-01,10,AE,35.0,22.0,MOLIVEIRA,2021-04-22,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,2729.98,2230.81,499.17,2729.98,2729.98,0.0,30.0,0.715,0.0,,30.0
47,130033245-01,10,AE,35.0,22.0,MOLIVEIRA,2021-04-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3152.29,2793.61,358.68,3152.29,3152.29,0.0,273.0,2.14,0.0,,273.0
48,130033273-01,10,AE,35.0,22.0,MOLIVEIRA,2021-04-27,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3854.97,3404.81,450.16,3854.97,3885.52,0.0,94.0,0.39,0.0,,94.0
49,130032449-01,10,AE,35.0,22.0,MOLIVEIRA,2020-10-17,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3459.14,3036.16,422.98,3459.14,3459.14,0.0,127.0,1.476,0.0,,127.0
50,130033352-01,10,AE,35.0,22.0,MOLIVEIRA,2021-05-23,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,OSLO    NORWAY,0.0,1055.82,-1055.82,0.0,0.0,0.0,227.0,2.14,0.0,,227.0
51,130032332-02,10,AE,35.0,22.0,MOLIVEIRA,2020-09-26,AKOBIO02,"AKOYA BIOSCIENCES, INC","JFK AIRPORT, NEW YORK",AMSTERDAM,28895.01,28438.7,456.31,28895.01,28895.01,0.0,314.0,3.006,0.0,,314.0
52,130032322-01,10,AE,35.0,22.0,MOLIVEIRA,2020-09-24,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,10979.86,10512.31,467.55,10979.86,10979.86,0.0,214.0,2.643,0.0,,214.0
53,633006122-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-09,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4205.26,3605.99,599.27,4205.26,4205.26,0.0,95.0,0.453,0.0,,95.0
54,633006127-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-11,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3462.75,2846.84,615.91,3462.75,3462.75,0.0,64.0,0.972,0.0,,64.0
55,633006164-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-21,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3426.76,2709.6,717.16,3426.76,3426.76,0.0,71.0,1.129,0.0,,71.0
56,633006165-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-18,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4826.37,3884.92,941.45,4826.37,4826.37,0.0,105.0,1.686,0.0,,105.0
57,633006336-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,LONDON HEATHROW,1150.88,888.74,262.14,1150.88,1150.88,0.0,22.0,0.083,0.0,,22.0
58,1429520-01,10,AI,45.0,22.0,MOLIVEIRA,2020-10-04,AKOBIO03,AKOYA BIOSCIENCES INC,HONG KONG,BOSTON-LOGAN INTL AIRPORT,2915.76,2447.13,468.63,2915.76,2915.76,0.0,226.0,0.0,0.0,,226.0
59,633006390-01,60,AE,35.0,22.0,MOLIVEIRA,2020-01-31,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7258.24,5860.75,1397.49,7258.24,7258.24,0.0,135.0,2.486,0.0,,135.0
60,633006396-01,60,AE,35.0,22.0,MOLIVEIRA,2020-02-08,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7123.31,5881.23,1242.08,7123.31,7123.31,0.0,105.0,1.479,0.0,,105.0
61,130032754-01,10,AE,35.0,22.0,MOLIVEIRA,2021-01-26,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,3385.19,2925.44,459.75,3385.19,3385.19,0.0,118.0,2.266,0.0,,118.0
62,130032764-01,10,AE,35.0,22.0,MOLIVEIRA,2020-12-26,AKOBIO02,"AKOYA BIOSCIENCES, INC","JFK AIRPORT, NEW YORK",AMSTERDAM,2422.53,1812.58,609.95,2422.53,2422.53,0.0,227.0,2.14,0.0,,227.0
63,633006399-01,60,AE,35.0,22.0,MOLIVEIRA,2020-02-19,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5421.22,4411.84,1009.38,5421.22,5421.22,0.0,110.0,1.542,0.0,,110.0
64,1429940-01,10,AI,45.0,22.0,MOLIVEIRA,2021-01-14,AKOBIO03,AKOYA BIOSCIENCES INC,PARIS-CHARLES DE GAULLE,CHICAGO O'HARE,1388.26,1087.12,301.14,1388.26,1388.26,0.0,36.0,0.332,0.0,,36.0
65,633006401-01,60,AE,35.0,22.0,MOLIVEIRA,2020-02-26,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4298.52,3429.93,868.59,4298.52,4298.52,0.0,73.0,1.098,0.0,,73.0
66,1428685-01,10,AI,45.0,22.0,MOLIVEIRA,2020-03-04,AKOBIO02,"AKOYA BIOSCIENCES, INC",LONDON HEATHROW,BOSTON-LOGAN INTL AIRPORT,1198.85,689.45,509.4,1198.85,1198.85,0.0,52.0,0.0,0.0,,52.0
67,1428705-03,10,AI,45.0,22.0,MOLIVEIRA,2020-03-09,AKOBIO02,"AKOYA BIOSCIENCES, INC",LONDON HEATHROW,BOSTON-LOGAN INTL AIRPORT,1066.64,653.8,412.84,1066.64,1066.64,0.0,165.0,0.0,0.0,,165.0
68,1428996-01,10,AI,45.0,22.0,MOLIVEIRA,2020-05-17,AKOBIO02,"AKOYA BIOSCIENCES, INC",ZURICH,NEWARK,2682.74,2211.95,470.79,2682.74,2682.74,0.0,70.0,0.56,0.0,,70.0
69,130031556-01,10,AE,35.0,22.0,MOLIVEIRA,2020-01-29,AKOBIO02,"AKOYA BIOSCIENCES, INC",BOSTON-LOGAN INTL AIRPORT,AMSTERDAM,1529.04,1152.63,376.41,1529.04,1529.04,0.0,89.0,1.385,0.0,,89.0
70,633009047-01,60,AE,35.0,22.0,MOLIVEIRA,2020-12-16,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5925.64,4893.55,1032.09,5925.64,5925.64,0.0,119.0,1.447,0.0,,119.0
71,633009048-01,60,AE,35.0,22.0,MOLIVEIRA,2020-12-19,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4689.84,3862.0,827.84,4689.84,4689.84,0.0,80.0,1.07,0.0,,80.0
72,633008929-01,60,AE,35.0,22.0,MOLIVEIRA,2020-12-12,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5471.49,4577.31,894.18,5471.49,5471.49,0.0,123.0,1.183,0.0,,123.0
73,150112118,10,CB,55.0,22.0,MOLIVEIRA,2020-03-10,AKOBIO02,"AKOYA BIOSCIENCES, INC",,4198,389.87,194.87,195.0,195.0,389.87,194.87,2.0,0.0,0.0,,0.0
74,150112338,10,CB,55.0,22.0,MOLIVEIRA,2020-04-14,AKOBIO01,"AKOYA BIOSCIENCES, INC.","LIVERPOOL, ENGLAND",4601,0.0,2.14,0.0,0.0,0.0,0.0,110.0,0.0,1.0,40HQ,0.0
75,150112840,10,CB,55.0,22.0,MOLIVEIRA,2020-04-17,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,275.35,55.35,220.0,220.0,275.35,55.35,60.0,0.0,1.0,,60.0
76,150118495,10,CB,55.0,22.0,MOLIVEIRA,2021-01-05,AKOBIO02,"AKOYA BIOSCIENCES, INC",,4701,295.0,125.0,170.0,295.0,295.0,0.0,161.0,0.0,0.0,,0.0
77,150113818,10,CB,55.0,22.0,MOLIVEIRA,2020-06-08,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,681.79,536.79,145.0,195.0,681.79,486.79,58.0,0.0,0.0,,0.0
78,150113819,10,CB,55.0,22.0,MOLIVEIRA,2020-06-08,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,642.46,497.46,145.0,195.0,642.46,447.46,260.0,0.0,0.0,,0.0
79,150113922,10,CB,55.0,22.0,MOLIVEIRA,2020-06-11,AKOBIO02,"AKOYA BIOSCIENCES, INC",,,550.0,175.0,375.0,550.0,550.0,0.0,0.0,0.0,0.0,,0.0
80,150113967,10,CB,55.0,22.0,MOLIVEIRA,2020-06-13,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,185.0,50.0,135.0,185.0,185.0,0.0,91.0,0.0,0.0,,0.0
81,150114172,10,CB,55.0,22.0,MOLIVEIRA,2020-06-23,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,815.71,668.35,147.36,197.36,815.71,618.35,58.0,0.0,1.0,,0.0
82,150114443,10,CB,55.0,22.0,MOLIVEIRA,2020-07-06,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,238.3,103.3,135.0,195.0,238.3,43.3,23.0,0.0,0.0,,0.0
83,150115351,10,CB,55.0,22.0,MOLIVEIRA,2020-08-15,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,357.1,212.1,145.0,195.0,357.1,162.1,250.0,0.0,0.0,,0.0
84,150115511,10,CB,55.0,22.0,MOLIVEIRA,2020-08-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",,2095,3679.38,3475.88,203.5,253.5,3679.38,3425.88,202.0,0.0,0.0,,0.0
85,633009127-01,60,AE,35.0,22.0,MOLIVEIRA,2020-12-29,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4381.42,3543.07,838.35,4381.42,4381.42,0.0,82.0,1.098,0.0,,82.0
86,633008464-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-21,AKOBIO01,"AKOYA BIOSCIENCES, INC.",BOSTON-LOGAN INTL AIRPORT,ZURICH,6425.27,5321.18,1104.09,6425.27,6425.27,0.0,153.0,1.684,0.0,,153.0
87,63300841901,60,AE,35.0,22.0,MOLIVEIRA,2020-10-17,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,8105.33,6591.37,1513.96,8105.33,8105.33,0.0,184.0,2.512,0.0,,184.0
88,633008567-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-31,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5847.45,4799.69,1047.76,5847.45,5847.45,0.0,116.0,1.504,0.0,,116.0
89,633008588-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-04,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,4106.76,3261.71,845.05,4106.76,4106.76,0.0,73.0,1.133,0.0,,73.0
90,633008475-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-24,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,ZURICH,6049.57,4879.6,1169.97,6049.57,6049.57,0.0,127.0,1.759,0.0,,127.0
91,633008349-01,60,AE,35.0,22.0,MOLIVEIRA,2020-10-07,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,8483.95,6897.15,1586.8,8483.95,8483.95,0.0,183.0,2.575,0.0,,183.0
92,633008065-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-02,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3209.5,2620.39,589.11,3209.5,3209.5,0.0,56.0,0.629,0.0,,56.0
93,633008128-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-09,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5047.36,4213.04,834.32,5047.36,5047.36,0.0,111.0,1.092,0.0,,111.0
94,633008272-01,60,AE,35.0,22.0,MOLIVEIRA,2020-09-23,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,6715.78,5282.4,1433.38,6715.78,6715.78,0.0,172.0,2.203,0.0,,172.0
95,633008668-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-11,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,3978.77,3161.85,816.92,3978.77,3978.77,0.0,66.0,1.07,0.0,,66.0
96,633008696-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-14,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,ZURICH,5819.31,4672.45,1146.86,5819.31,5819.31,0.0,110.0,1.719,0.0,,110.0
97,150121024,10,CB,55.0,22.0,MOLIVEIRA,2021-04-15,AKOBIO02,"AKOYA BIOSCIENCES, INC",,,550.0,175.0,375.0,550.0,550.0,0.0,0.0,0.0,0.0,,0.0
98,150121073,10,CB,55.0,22.0,MOLIVEIRA,2021-04-18,AKOBIO02,"AKOYA BIOSCIENCES, INC",,2095,272.88,27.88,245.0,245.0,272.88,27.88,21.0,0.0,0.0,,0.0
99,633006395-01,60,AE,35.0,22.0,MOLIVEIRA,2020-02-04,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,2968.61,2261.45,707.16,2968.61,2968.61,0.0,59.0,0.944,0.0,,59.0
100,633009243-01,60,AE,35.0,22.0,MOLIVEIRA,2021-01-23,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,8353.11,6780.34,1572.77,8353.11,8353.11,0.0,215.0,2.574,0.0,,215.0
101,633008651-01,60,AE,35.0,22.0,MOLIVEIRA,2020-11-07,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,5068.48,3865.46,1203.02,5068.48,5068.48,0.0,87.0,1.51,0.0,,87.0
102,633009271-01,60,AE,35.0,22.0,MOLIVEIRA,2021-01-16,AKOBIO01,"AKOYA BIOSCIENCES, INC.",LOS ANGELES INT'L AIRPORT,AMSTERDAM,7598.59,6408.83,1189.76,7598.59,7598.59,0.0,189.0,1.743,0.0,,189.0
